City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Pacific Grove,US,36.6177,-121.9166,69.03,75,0,5.99,clear sky
346,Bathsheba,BB,13.2167,-59.5167,88.41,70,20,11.5,few clouds
347,Vestmannaeyjar,IS,63.4427,-20.2734,52.79,87,75,12.66,broken clouds
348,Williamstown,US,39.6862,-74.9952,90.73,61,0,4.0,clear sky
349,Ayorou,NE,14.7308,0.9174,96.58,34,10,5.35,clear sky
350,Onokhino,RU,56.925,65.5394,71.92,82,63,1.36,light rain
351,Adrar,MR,20.5022,-10.0711,108.21,8,19,12.12,few clouds
352,Okhotsk,RU,59.3833,143.3,56.46,94,100,5.3,light rain
353,Namibe,AO,-15.1961,12.1522,65.93,79,7,10.69,clear sky
354,Umm Kaddadah,SD,13.6017,26.6876,84.2,56,99,5.35,overcast clouds
355,Kloulklubed,PW,7.0419,134.2556,77.5,74,68,3.56,broken clouds
356,Emerald,AU,-23.5333,148.1667,47.34,79,3,6.98,clear sky
357,Waingapu,ID,-9.6567,120.2641,75.96,85,100,5.66,overcast clouds
358,Mizque,BO,-17.941,-65.3402,69.78,31,0,4.56,clear sky
359,Te Anau,NZ,-45.4167,167.7167,35.92,95,93,3.87,overcast clouds
360,Manacapuru,BR,-3.2997,-60.6206,93.09,38,8,4.65,clear sky
361,Kahului,US,20.8947,-156.47,78.84,69,0,16.11,clear sky
362,Bumba,CD,2.1833,22.4667,83.64,64,100,1.88,overcast clouds
363,Katangli,RU,51.7102,143.2326,56.32,80,16,6.46,few clouds
364,Jackson,US,42.4165,-122.8345,68.04,57,0,8.05,clear sky
365,Moa,CU,20.6569,-74.9403,85.68,67,18,13.51,few clouds
366,Feijo,BR,-8.1642,-70.3536,77.88,62,96,7.56,overcast clouds
367,Linxia,CN,35.6003,103.2064,70.68,85,100,3.27,overcast clouds
368,Hami,CN,42.8,93.45,94.37,17,4,8.37,clear sky
369,Okoneshnikovo,RU,54.8377,75.0834,64.99,83,74,7.96,broken clouds
370,San Antonio,US,29.4241,-98.4936,92.39,54,0,8.05,clear sky
371,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.44,54,100,0.0,fog
372,Constitucion,CL,-35.3333,-72.4167,56.28,57,0,6.64,clear sky
373,Labuhan,ID,-6.8844,112.2051,78.91,83,46,7.94,scattered clouds
374,Dingle,PH,10.9995,122.6711,75.92,91,100,2.48,overcast clouds
375,Jurm,AF,36.8648,70.8342,69.76,38,1,3.27,clear sky
376,Pitimbu,BR,-7.4706,-34.8086,86.59,64,5,9.95,clear sky
377,Kandrian,PG,-6.2167,149.55,75.36,92,94,7.05,overcast clouds
378,Beruwala,LK,6.4788,79.9828,78.01,87,56,1.77,broken clouds
379,Xicotencatl,MX,23.0167,-98.8833,87.53,58,83,5.88,broken clouds
380,Matara,LK,5.9485,80.5353,76.55,88,38,7.09,scattered clouds
381,Mabaruma,GY,8.2,-59.7833,91.22,49,87,4.52,overcast clouds
382,Nekrasovka,RU,48.3525,135.2325,57.22,93,0,6.71,clear sky
383,Rawson,AR,-43.3002,-65.1023,54.25,44,100,6.6,overcast clouds
384,Hovd,MN,48.0056,91.6419,71.51,33,100,4.83,overcast clouds
385,Santa Maria,BR,-29.6842,-53.8069,56.43,70,60,8.21,broken clouds
386,Pimampiro,EC,0.4,-77.9667,57.67,94,100,4.63,moderate rain
387,Port Keats,AU,-14.25,129.55,71.89,86,20,1.9,few clouds
388,Saint-Raphael,HT,19.4333,-72.2,84.96,55,24,10.22,few clouds
389,Santa Cruz,BO,-17.8,-63.1667,67.46,42,0,14.97,clear sky
390,Pak Phanang,TH,8.3511,100.202,80.92,78,100,12.1,overcast clouds
391,Karratha,AU,-20.7377,116.8463,67.39,44,0,7.43,clear sky
392,Filingue,NE,14.3521,3.3168,95.41,36,5,6.51,clear sky
393,Lubao,PH,14.9167,120.55,78.51,86,82,4.38,light rain
394,Sinop,TR,41.7711,34.8709,73.27,52,2,5.88,clear sky
395,Kenai,US,60.5544,-151.2583,52.14,96,0,0.0,clear sky
396,Sola,VU,-13.8833,167.55,79.03,81,16,22.26,few clouds
397,Keetmanshoop,NA,-26.5833,18.1333,76.55,8,21,6.87,few clouds
398,Hamilton,US,39.1834,-84.5333,81.16,83,100,5.75,overcast clouds
399,Puerto Escondido,MX,15.85,-97.0667,85.03,70,75,5.75,broken clouds
400,Rabo De Peixe,PT,37.8,-25.5833,76.51,57,20,14.97,few clouds
401,Whitehorse,CA,60.7161,-135.0538,51.31,76,100,5.99,overcast clouds
402,Baijiantan,CN,45.6333,85.1833,83.28,40,100,14.23,overcast clouds
403,Progreso,MX,21.2833,-89.6667,85.1,63,19,6.6,few clouds
404,Havelock,US,34.8791,-76.9013,93.94,72,77,1.01,broken clouds
405,Viedma,AR,-40.8135,-62.9967,59.14,40,86,23.71,overcast clouds
406,Sampit,ID,-2.5333,112.95,75.52,95,99,2.39,overcast clouds
407,Muisne,EC,0.6,-80.0333,75.0,85,100,11.45,overcast clouds
408,Ust-Nera,RU,64.5667,143.2,62.98,80,100,4.23,light rain
409,Coahuayana,MX,18.7333,-103.6833,88.18,60,80,1.32,broken clouds
410,Tukrah,LY,32.5341,20.5791,85.01,55,0,13.04,clear sky
411,Tam Ky,VN,15.5667,108.4833,77.81,89,100,5.01,light rain
412,Leh,IN,34.1667,77.5833,73.33,29,15,5.37,few clouds
413,Sur,OM,22.5667,59.5289,87.69,61,100,11.1,overcast clouds
414,Mairi,BR,-11.7114,-40.1489,82.78,31,2,5.17,clear sky
415,Jawhar,SO,2.7809,45.5005,76.05,76,100,16.8,overcast clouds
416,Sangar,RU,63.9242,127.4739,54.84,87,0,3.71,clear sky
417,Golden,US,39.7555,-105.2211,85.15,41,0,3.0,clear sky
418,Port Hawkesbury,CA,45.6169,-61.3485,67.96,88,100,5.01,overcast clouds
419,Yumen,CN,40.2833,97.2,82.47,40,0,17.69,clear sky
420,Norman Wells,CA,65.282,-126.8329,48.36,89,100,7.23,light rain
421,Belaya Gora,RU,68.5333,146.4167,57.74,61,0,6.89,clear sky
422,Vila Velha,BR,-20.3297,-40.2925,85.95,56,0,13.8,clear sky
423,Novoagansk,RU,61.9449,76.6625,63.72,53,83,9.44,broken clouds
424,Gat,IL,31.61,34.7642,84.81,100,0,12.15,clear sky
425,Bandarbeyla,SO,9.4942,50.8122,77.95,81,78,33.11,broken clouds
426,Agirish,RU,61.9247,63.0231,68.79,48,100,5.79,overcast clouds
427,Bafra,TR,41.5678,35.9069,82.81,64,0,11.05,clear sky
428,Mentana,IT,42.0349,12.6424,91.69,51,20,10.36,light rain
429,Shenjiamen,CN,29.9576,122.298,81.59,90,88,19.82,overcast clouds
430,Pavino,RU,59.1139,46.1414,56.28,96,93,4.88,overcast clouds
431,Townsend,US,39.3951,-75.6916,90.1,70,1,6.96,clear sky
432,Nurota,UZ,40.5614,65.6886,79.9,20,0,16.02,clear sky
433,Nhulunbuy,AU,-12.2333,136.7667,74.01,88,0,6.91,clear sky
434,Imeni Poliny Osipenko,RU,52.4201,136.4853,54.72,97,100,5.82,light rain
435,Tortosa,ES,40.8125,0.5216,95.25,36,37,12.88,scattered clouds
436,Gushikawa,JP,26.3544,127.8686,83.43,89,0,3.44,clear sky
437,Mineiros,BR,-17.5694,-52.5511,68.38,28,98,11.95,overcast clouds
438,Lata,PT,40.1629,-8.3327,84.49,50,4,10.85,clear sky
439,Kirakira,SB,-10.4544,161.9205,77.22,86,64,6.96,broken clouds
440,Teeli,RU,51.0333,90.2333,59.97,77,92,5.46,overcast clouds
441,Plaster Rock,CA,46.9065,-67.39,68.95,51,15,3.96,few clouds
442,Victor Harbor,AU,-35.5667,138.6167,51.01,83,80,1.01,light rain
443,Governador Valadares,BR,-18.8511,-41.9494,90.5,29,86,5.46,overcast clouds
444,Savannah Bight,HN,16.45,-85.85,81.18,79,100,14.7,overcast clouds
445,Viesca,MX,25.35,-102.8,82.89,38,21,4.79,few clouds
446,Grand Gaube,MU,-20.0064,57.6608,70.38,54,34,8.99,scattered clouds
447,Kantunilkin,MX,21.0917,-87.45,86.81,62,43,5.37,scattered clouds
448,Hirara,JP,24.8,125.2833,84.99,72,0,9.51,clear sky
449,Tual,ID,-5.6667,132.75,79.47,82,59,16.17,broken clouds
450,Saryozek,KZ,44.3583,77.9753,70.3,47,28,7.74,scattered clouds
451,Tshikapa,CD,-6.4167,20.8,96.31,13,10,4.27,clear sky
452,Coquimbo,CL,-29.9533,-71.3436,53.33,93,75,16.11,broken clouds
453,Jalu,LY,29.0331,21.5482,96.42,21,0,13.73,clear sky
454,Bogorodskoye,RU,56.55,37.8833,64.47,67,95,4.92,overcast clouds
455,Razole,IN,16.4833,81.8333,81.3,76,100,6.35,light rain
456,Martapura,ID,-3.4167,114.85,75.29,100,100,1.14,light rain
457,Clyde River,CA,70.4692,-68.5914,44.74,62,41,1.03,scattered clouds
458,Pingliang,CN,35.5392,106.6861,75.15,72,58,4.03,broken clouds
459,Moerai,PF,-22.4333,-151.3333,71.29,77,14,6.82,few clouds
460,Sioux Lookout,CA,50.1001,-91.917,66.79,40,2,12.03,clear sky
461,Melilla,ES,35.2937,-2.9383,89.8,79,20,10.36,few clouds
462,Solnechnyy,RU,50.7214,136.6319,56.07,95,100,5.14,light rain
463,Christchurch,NZ,-43.5333,172.6333,39.4,77,100,6.91,overcast clouds
464,Kholodnyy,RU,62.7167,147.95,53.38,94,100,3.62,light rain
465,Atherton,GB,53.5237,-2.4935,89.29,42,7,1.99,clear sky
466,Esna,EG,25.2934,32.554,102.81,17,5,16.37,clear sky
467,Aripuana,BR,-9.1667,-60.6333,85.69,42,53,5.57,broken clouds
468,Urengoy,RU,65.9667,78.3667,55.35,53,39,9.22,scattered clouds
469,Sosenskiy,RU,54.059,35.9623,62.64,89,100,7.81,overcast clouds
470,Walvis Bay,NA,-22.9575,14.5053,61.75,67,0,12.66,clear sky
471,Kathmandu,NP,27.7167,85.3167,73.62,94,75,2.3,moderate rain
472,West Bay,KY,19.3667,-81.4167,89.67,78,40,13.8,scattered clouds
473,Siniscola,IT,40.5719,9.6922,85.55,46,17,8.48,few clouds
474,Paamiut,GL,61.994,-49.6678,43.72,83,86,10.94,overcast clouds
475,Ulaanbaatar,MN,47.9077,106.8832,55.53,76,20,2.24,few clouds
476,Mabini,PH,15.6,120.9833,76.15,91,100,2.55,overcast clouds
477,Chapar,IN,26.2667,90.4667,79.81,89,20,3.98,few clouds
478,Marzuq,YE,14.4,46.4667,80.42,61,64,10.2,light rain
479,Ishigaki,JP,24.3448,124.1572,82.53,94,75,2.3,broken clouds
480,Syedove,UA,47.0768,38.156,86.67,44,3,9.48,clear sky
481,Labuan,MY,5.2767,115.2417,82.76,89,20,0.0,few clouds
482,Tambovka,RU,50.0969,128.0489,53.13,94,60,4.85,broken clouds
483,Presidente Epitacio,BR,-21.7633,-52.1156,56.17,65,75,13.62,broken clouds
484,Geraldton,AU,-28.7667,114.6,45.01,93,13,6.91,few clouds
485,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,65.01,39,6,4.88,clear sky
486,Pathein,MM,16.7833,94.7333,76.15,91,100,1.48,overcast clouds
487,El Triunfo,EC,-1.9333,-79.9667,78.84,58,95,3.62,overcast clouds
488,Pathalgaon,IN,22.5667,83.4667,71.83,97,100,9.1,heavy intensity rain
489,Ixtapa,MX,20.7,-105.2,84.22,83,75,3.44,broken clouds
490,Tuatapere,NZ,-46.1333,167.6833,38.89,89,99,3.67,overcast clouds
491,Riyadh,SA,24.6877,46.7219,107.74,9,62,11.18,broken clouds
492,Grand Forks,US,47.9417,-97.4337,73.33,56,0,8.05,clear sky
493,Saint George,US,37.1041,-113.5841,88.43,49,0,4.61,clear sky
494,Nalut,LY,30.3333,10.85,96.96,14,1,12.19,clear sky
495,Locri,IT,38.2414,16.2623,86.32,58,77,7.45,broken clouds
496,Ambilobe,MG,-13.2,49.05,71.44,76,17,4.76,few clouds
497,Norfolk,US,42.1668,-71.2495,76.44,80,100,5.75,overcast clouds
498,Quatre Cocos,MU,-20.2078,57.7625,70.09,62,66,22.24,broken clouds
499,Tessalit,ML,20.1986,1.0114,103.98,17,8,3.74,clear sky
500,Limbang,MY,4.75,115.0,80.71,93,99,1.14,overcast clouds
501,Vredendal,ZA,-31.6683,18.5012,59.52,73,100,10.2,overcast clouds
502,Labytnangi,RU,66.6572,66.4183,55.38,57,59,3.56,broken clouds
503,Minab,IR,27.1467,57.0801,97.12,36,60,2.3,broken clouds
504,Kelamangalam,IN,12.6,77.85,72.73,82,82,15.73,broken clouds
505,Iquique,CL,-20.2208,-70.1431,59.04,62,29,4.83,scattered clouds
506,Nsanje,MW,-16.92,35.262,79.09,36,0,6.08,clear sky
507,Kolokani,ML,13.5728,-8.0339,84.22,64,95,5.79,light rain
508,Zhuhai,CN,22.2769,113.5678,80.38,100,75,12.66,thunderstorm with heavy rain
509,Eenhana,NA,-17.4667,16.3333,85.66,8,0,4.92,clear sky
510,Pochutla,MX,15.7432,-96.4661,89.82,52,23,3.87,few clouds
511,Ormara,PK,25.2088,64.6357,84.16,82,100,6.51,overcast clouds
512,Belle Fourche,US,44.6714,-103.8522,96.35,29,12,11.56,few clouds
513,Corn Island,NI,12.1694,-83.0418,81.64,84,94,16.73,overcast clouds
514,Tombouctou,ML,20.0,-3.0,105.4,20,25,7.56,scattered clouds
515,Danielskuil,ZA,-28.1887,23.5395,62.04,23,4,8.12,clear sky
516,North Bend,US,43.4065,-124.2243,69.24,90,100,5.75,overcast clouds
517,Valpacos,PT,41.6075,-7.3109,94.44,27,4,4.59,light rain
518,Kurilsk,RU,45.2333,147.8833,62.19,97,97,7.02,overcast clouds
519,Nampa,US,43.5407,-116.5635,72.79,83,0,4.61,haze
520,Yermakovskoye,RU,53.2831,92.4003,60.28,66,1,1.88,clear sky
521,Baruun-Urt,MN,46.6806,113.2792,60.35,49,48,7.76,scattered clouds
522,Utete,TZ,-7.986,38.758,78.3,55,98,9.55,overcast clouds
523,Anadyr,RU,64.75,177.4833,59.5,77,0,2.24,clear sky
524,Tazmalt,DZ,36.3868,4.3989,99.45,13,27,12.37,scattered clouds
525,Krasnoselkup,RU,65.7,82.4667,50.47,64,22,10.2,few clouds
526,Kampong Chhnang,KH,12.1667,104.55,76.5,89,100,6.08,overcast clouds
527,Caravelas,BR,-17.7125,-39.2481,80.69,54,7,14.61,clear sky
528,Tomatlan,MX,19.9333,-105.25,85.6,65,100,0.85,overcast clouds
529,Srednekolymsk,RU,67.45,153.6833,56.48,81,4,6.49,clear sky
530,Guisa,CU,20.255,-76.5386,88.66,49,6,7.81,clear sky
531,Kargil,IN,34.5667,76.1,68.29,47,34,8.43,scattered clouds
532,Olinda,BR,-8.0089,-34.8553,82.13,61,20,10.36,few clouds
533,Ayan,RU,56.45,138.1667,55.08,96,100,6.42,light rain
534,Alegrete,BR,-29.7831,-55.7919,57.22,64,0,10.69,clear sky
535,Hobyo,SO,5.3505,48.5268,77.22,82,75,24.56,broken clouds
536,Puerto Varas,CL,-41.3195,-72.9854,48.42,81,75,9.22,broken clouds
537,Sembe,CG,1.6481,14.5806,82.09,63,91,3.0,overcast clouds
538,Do Gonbadan,IR,30.3586,50.7981,104.09,31,40,0.0,scattered clouds
539,Minot,US,48.2325,-101.2963,71.82,53,0,8.05,clear sky
540,Sibolga,ID,1.7427,98.7792,76.53,85,51,3.83,broken clouds
541,Nowogard,PL,53.6744,15.1163,79.09,38,0,10.36,clear sky
542,Agadir,MA,30.4202,-9.5982,81.05,55,10,7.78,clear sky
543,Tura,IN,25.5198,90.2201,75.13,90,31,6.08,scattered clouds
544,Salalah,OM,17.0151,54.0924,77.09,100,100,8.05,light intensity drizzle
545,Bubaque,GW,11.2833,-15.8333,81.55,80,51,11.59,broken clouds
546,Tuymazy,RU,54.6067,53.7097,69.13,77,81,4.72,broken clouds
547,Zalantun,CN,48.0,122.7167,60.21,61,71,5.1,broken clouds
548,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,35,0,21.85,clear sky
549,Barabai,ID,-2.5833,115.3833,73.69,97,98,2.26,overcast clouds
550,Scranton,US,41.409,-75.6624,79.27,61,100,5.75,overcast clouds
551,Nicosia,CY,35.1667,33.3667,87.49,48,75,11.5,broken clouds
552,Methoni,GR,36.8197,21.7049,93.22,70,74,14.41,broken clouds
553,La Esperanza,GT,14.8667,-91.5667,66.07,73,75,4.61,broken clouds
554,Mandalgovi,MN,45.7625,106.2708,70.83,53,37,8.79,scattered clouds
555,Taphan Hin,TH,16.2209,100.4198,77.67,90,93,1.45,overcast clouds
556,Katsuura,JP,35.1333,140.3,80.29,90,98,13.4,overcast clouds
557,Kolyvan,RU,55.3053,82.7391,65.82,66,66,6.67,broken clouds
558,Boralday,KZ,43.3578,76.8594,75.06,41,75,4.47,broken clouds
559,Shahr-E Kord,IR,32.3256,50.8644,80.37,24,40,4.61,scattered clouds
560,Sorland,NO,67.667,12.6934,55.26,96,100,29.59,light rain
561,Kostomuksha,RU,64.571,30.5767,64.4,61,100,9.64,overcast clouds
562,Kota Kinabalu,MY,5.9749,116.0724,82.38,89,20,1.99,light rain
563,Changde,CN,29.0464,111.6783,79.92,59,100,1.72,overcast clouds
564,Mildura,AU,-34.2,142.15,54.07,67,100,17.31,light rain
565,Ponferrada,ES,42.5466,-6.5962,93.96,35,60,1.99,broken clouds
566,Channel-Port Aux Basques,CA,47.5702,-59.1367,62.87,70,12,12.15,few clouds
567,Narrabri,AU,-30.3167,149.7833,46.53,86,58,4.59,broken clouds
568,Rosiori,RO,44.8,27.3833,74.79,51,9,20.87,clear sky
569,Okha,RU,53.5739,142.9478,57.87,89,100,3.58,overcast clouds
570,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.64,77,0,7.83,clear sky
571,Le Port,RE,-20.9373,55.2919,68.25,58,49,6.11,scattered clouds
572,Alice Springs,AU,-23.7,133.8833,60.35,51,100,10.36,overcast clouds
573,Charters Towers,AU,-20.1,146.2667,54.45,86,0,7.2,clear sky
574,Namwala,ZM,-15.7504,26.4384,75.9,20,0,3.94,clear sky
575,Ileza,RU,61.0533,43.9002,57.97,84,99,3.2,overcast clouds
576,Yerbogachen,RU,61.2767,108.0108,56.03,80,100,3.29,overcast clouds
577,Jaguey Grande,CU,22.5269,-81.1286,89.74,48,99,11.34,overcast clouds
578,Vokhtoga,RU,58.8147,41.0461,61.83,60,48,6.78,scattered clouds
579,Princeville,CA,45.7668,-61.2985,67.91,90,100,4.0,overcast clouds
580,Praia Da Vitoria,PT,38.7333,-27.0667,77.25,65,20,8.97,few clouds
581,Oro Valley,US,32.3909,-110.9665,87.66,57,36,3.0,scattered clouds
582,Kishi,NG,9.0833,3.85,82.04,66,94,5.93,overcast clouds
583,Limoncito,BO,-18.0167,-63.4,66.56,28,0,6.13,clear sky
584,Port-Gentil,GA,-0.7193,8.7815,76.96,78,100,13.8,overcast clouds
585,Aksay,RU,47.26,39.87,95.25,15,23,15.01,few clouds
586,Fortuna,US,40.5982,-124.1573,67.93,82,0,4.61,clear sky
587,Pailon,BO,-17.65,-62.75,69.48,23,0,9.24,clear sky
588,Kuusamo,FI,65.9667,29.1833,62.64,77,75,14.97,light rain
589,Jutai,BR,-5.1833,-68.9,76.24,80,85,6.62,overcast clouds
590,Horodnya,UA,51.8909,31.5974,67.82,69,100,8.95,overcast clouds
591,Takhli,TH,15.2634,100.3438,82.74,87,100,4.88,moderate rain
592,Stykkisholmur,IS,65.0757,-22.7297,47.5,87,100,3.29,overcast clouds
593,Rodrigues Alves,BR,-7.738,-72.6509,70.0,88,99,6.31,overcast clouds
594,Zhigansk,RU,66.7697,123.3711,58.66,73,70,7.83,broken clouds
595,Huilong,CN,31.8111,121.655,83.77,83,99,9.17,overcast clouds
596,Bogorodsk,RU,56.1033,43.5158,68.36,72,94,2.46,overcast clouds
597,Boquim,BR,-11.1469,-37.6206,83.88,45,30,6.15,scattered clouds
598,The Valley,AI,18.217,-63.0578,89.46,70,20,12.66,few clouds
599,Ulladulla,AU,-35.35,150.4667,48.31,91,96,5.08,overcast clouds
600,Ojinaga,MX,29.5667,-104.4167,89.42,42,0,6.91,clear sky
601,Rondonopolis,BR,-16.4708,-54.6356,73.09,33,100,11.21,overcast clouds
602,Madinat Sittah Uktubar,EG,29.8167,31.05,91.0,22,0,12.06,clear sky
603,Raudeberg,NO,61.9875,5.1352,61.47,77,100,34.52,overcast clouds
604,Phuket,TH,8.0,98.25,82.62,78,40,12.66,light rain
605,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,69,33,6.62,scattered clouds
606,Ozinki,RU,51.1786,49.6769,82.42,35,76,6.11,broken clouds
607,Rottingdean,GB,50.8098,-0.0594,87.31,45,0,8.05,clear sky
608,Manono,CD,-7.3,27.4167,88.02,20,6,2.75,clear sky
609,Weatherford,US,32.7593,-97.7972,94.21,55,53,6.51,broken clouds
610,Kukmor,RU,56.1855,50.8944,69.51,80,38,7.56,scattered clouds
611,Homer,US,59.6425,-151.5483,53.76,90,0,5.75,clear sky
612,Kismayo,SO,-0.3582,42.5454,76.01,82,100,17.6,overcast clouds
613,Thunder Bay,CA,48.4001,-89.3168,71.51,44,0,13.49,clear sky
614,Kamenka,RU,51.3223,42.7678,83.77,27,83,4.56,broken clouds
615,San Juan,AR,-31.5375,-68.5364,59.47,26,55,5.5,broken clouds
616,Dombarovskiy,RU,50.7587,59.5386,72.93,49,79,9.1,broken clouds
617,Kaiyuan,CN,23.6977,103.3037,68.94,86,86,1.86,overcast clouds
618,Tuy Hoa,VN,13.0833,109.3,78.58,83,100,5.64,overcast clouds
619,Mehran,IR,33.1222,46.1646,107.46,12,0,25.7,clear sky
620,Aksu,CN,41.1231,80.2644,75.02,46,74,10.78,broken clouds
621,Dwarka,IN,22.2394,68.9678,83.82,83,94,10.45,overcast clouds
622,Surgut,RU,61.25,73.4167,64.09,59,0,6.71,clear sky
623,Lukovetskiy,RU,64.2956,41.9211,63.95,61,98,2.01,overcast clouds
624,Berdyaush,RU,55.1619,59.1464,66.09,72,78,4.36,broken clouds
625,Porbandar,IN,21.6422,69.6093,83.73,83,100,10.96,overcast clouds
626,Gander,CA,48.9682,-54.5906,65.34,51,32,8.19,scattered clouds
627,Mahanoro,MG,-19.9,48.8,66.83,81,100,6.87,light rain
628,Hofn,IS,64.2539,-15.2082,62.62,45,20,18.41,haze
629,Udachnyy,RU,66.4167,112.4,62.06,80,100,7.0,overcast clouds
630,Luena,AO,-11.7833,19.9167,80.71,13,0,5.46,clear sky
631,Ketchikan,US,55.3422,-131.6461,63.07,63,0,12.66,clear sky
632,Venice,US,27.0998,-82.4543,92.07,75,0,11.5,haze
633,Zhanakorgan,KZ,43.9098,67.2495,77.63,31,0,8.79,clear sky
634,Waipawa,NZ,-41.4122,175.5153,40.06,79,71,9.53,broken clouds
635,Singapore,SG,1.2897,103.8501,84.2,77,75,6.91,broken clouds
636,Tigzirt,DZ,36.8886,4.1198,88.23,45,47,15.37,scattered clouds
637,Telfs,AT,47.3,11.0667,82.58,48,13,6.15,few clouds
638,Yulara,AU,-25.2406,130.9889,53.15,82,100,6.44,overcast clouds
639,Langsa,ID,4.4683,97.9683,74.66,95,14,2.75,few clouds
640,Xinzhi,CN,36.4989,111.7047,75.42,84,99,4.88,overcast clouds
641,Martaban,MM,16.5314,97.6111,76.19,92,97,4.83,overcast clouds
642,Luganville,VU,-15.5333,167.1667,75.29,87,91,11.07,overcast clouds
643,Srandakan,ID,-7.9386,110.2506,76.51,90,52,5.46,broken clouds
644,Rosetta,EG,31.4044,30.4164,81.79,66,0,9.66,clear sky
645,Pangnirtung,CA,66.1451,-65.7125,47.05,71,59,4.18,broken clouds
646,Lanuza,PH,9.2342,126.0644,76.96,90,39,3.02,scattered clouds
647,Lar,IN,26.2039,83.9717,86.18,63,71,20.87,broken clouds
648,College,US,64.8569,-147.8028,45.9,88,20,3.44,few clouds
649,Isla Mujeres,MX,21.2311,-86.731,86.16,80,98,9.82,overcast clouds
650,San Fernando,PH,15.0286,120.6898,78.53,87,78,2.91,light rain
651,Vostok,RU,46.4856,135.8833,54.21,95,98,6.64,overcast clouds
652,Hazorasp,UZ,41.3194,61.0742,82.24,22,3,12.46,clear sky
653,Vila,PT,42.0304,-8.1588,65.28,37,54,3.4,broken clouds
654,Bati,ET,11.1833,40.0167,71.22,67,100,2.68,light rain
655,Beyla,GN,8.6833,-8.6333,75.85,89,86,5.82,moderate rain
656,Kuybysheve,UA,47.358,36.6491,90.12,19,85,10.45,overcast clouds
657,Puerto Colombia,CO,10.9878,-74.9547,82.49,72,100,5.41,overcast clouds
658,Santa Lucia,ES,27.9117,-15.5407,73.76,61,20,29.93,few clouds
659,Atikokan,CA,48.7555,-91.6216,70.27,43,2,10.51,clear sky
660,Vieux Fort,LC,13.7167,-60.95,87.15,79,75,10.36,broken clouds
